novel_review_id,raw_language_scope,title,description,proposed_tag_count,proposed_tags
nrv_c5fcc25852510e8a1d1646c6,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Wired For His Betrayal,"The cold silver wires felt like ice against my skin, a stark contrast to the familiar warmth of my lab.

Three years of my life, three years of marriage, were supposed to lead to our shared triumph, not this.

Not me strapped to a chair in our penthouse, the neural interface humming ominously as it pressed against my temple.

This was Mark' s project, but it was my creation.

The MindSync algorithm was my soul, coded into existence.

I, Ava Green, a software engineer who believed in technology that could connect people, had designed it to personalize user experience on a level never seen before.

I gave it to my husband, Mark, the brilliant tech CEO I loved, the man I thought loved me.

He re-engineered MindSync to extract a user\'s deepest desires, their most private emotional data, turning human feeling into a commodity he could monetize for unparalleled market control.

And I never knew.

 ""Ava, Sophia\'s condition is agonizing,""  he said, his voice flat.  ""Only your personalized MindSync can truly help her. Your emotional core is the key."" 

He didn\'t look at my tears.

He watched the monitor, tracking the progress of the extraction.

The machine whirred to life, and a piercing pain shot through my skull.

It felt like my thoughts were being ripped out one by one, my memories shredded, my feelings siphoned away into the humming device.

Tears streamed down my face.

 ""Mark, why?""  I begged, my voice cracking.

He looked at me like I was a piece of hardware.

When it was over, he detached the wires.

I slumped in the chair, a hollowed-out shell.

The vibrant world of emotions I once lived in was gone, replaced by a gray, empty void.

He handled the glowing data chip with more care than he had ever shown me.

I became a shadow, following him from a distance, a desperate attempt to stay connected to the last piece of myself.

Without the MindSync core, my cognitive functions were degrading.

My mind would fray, my thoughts would unravel, and soon I would be a vegetable.

Mark never offered to help.

 ""You\'re not human, how could you possibly understand her pain?""  he said, his voice sharp.

Three years of marriage, and in his eyes, I was just a tool.

I managed to get inside the building, my movements stiff and uncoordinated.

I found them in the lobby.

Sophia, seeing me, feigned surprise and shrank into Mark\'s arms.

 ""Can I have my MindSync back?""  I asked, my voice thin.

 ""That\'s just a shell now, it' s useless to you,""  he said dismissively.  ""It' s for the greater good."" 

My last hope, my only chance.

My decision was made.

I would take back what was mine.",2,ct-v1-wealthy-ceo|wealthy-ceo|豪门总裁|CEO ;; ct-v1-marriage|marriage|婚姻题材|marriage
nrv_c66b8eb80e6e51b3fca22aba,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",Arquitecto en sombra,"Era el arquitecto estrella de ""Estudio Cénit"", una empresa que levanté de la nada con mi prometida, Isabela. Nuestras vidas parecían un sueño, hasta que hallé un error fatal en el diseño de Leo, el protegido inepto de Isabela.

Al revelar que su negligencia causaría el colapso de un rascacielos, Isabela me humilló públicamente, exigiendo que me convirtiera en la sombra de Leo.

Me negué.

Le devolví el anillo y renuncié a nuestra firma.

El golpe más duro llegó después: ¡Isabela había vaciado mis cuentas bancarias durante ocho años enteros! Estaba en la miseria.

Leo y ella se burlaron de mi desgracia, me acusaron falsamente de espionaje y difamaron mi nombre, destruyendo mi reputación y mi futuro.

¿Mi prometida, la mujer que amaba, me había apuñalado así?

Mi esfuerzo, mis sueños, mi vida entera, reducidos a cenizas por su traición y ambición.

La incredulidad se tornó en una rabia helada.

¿Cómo pudo ser tan cruel?

En mi hora más oscura, recordé la propuesta de Ricardo Vega, el poderoso CEO de ""Vértice Global"", la firma de arquitectura líder mundial.

Le hice una llamada.

""Estoy listo"", le dije, sellando mi resurgimiento y el inicio de mi venganza.",1,ct-v1-wealthy-ceo|wealthy-ceo|豪门总裁|CEO
nrv_c6d41bc417942d7b6d5a2ef6,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Outcast of the Unions ,"Sisters; Ainsley and Ashton live blissfully unaware of the war until their father, a covert Union soldier, brutally murders their mother.
Forced to flee, the sisters become outcasts, abandoned and alone. Their lives take a drastic turn when Alfie, a soldier, rescues them. Under his guidance, Ainsley and Ashton undergo rigorous training, transforming into skilled fighters ready to take on the Unions. 
Will they forgive their father?
How will they fight their enemies?",1,ct-v1-military|military|军旅|soldier
nrv_c78c470f29a353565c84312e,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",FORBIDDEN PLEASURE,"This book is a compilation of short erotic stories which includes forbidden romance, dominating & Submissive romance, erotic romance and taboo romance, with cliffhangers. This book is a work of fiction and any resemblance to persons, living or dead, or places, events or locales is purely coincidental.This Erotic collection is loaded with hot, graphic sex! It is intended only for adults over the age of 18 and all characters are represented as 18 or over.
",2,ct-v1-mature-content|mature-content|成人向内容|erotic ;; ct-v1-romance|romance|言情|romance
nrv_c886312f7a3518bce2f7b730,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""16\""]"",[""string"",""德语""]]",Von der verstoßenen Gefährtin zum Gamma des Feindes,"Sieben Jahre lang war ich die treue Gefährtin von Alpha Zane, bereit, an unserem heutigen Jubiläum endlich seine Luna zu werden. Ich kannte jede seiner Vorlieben und opferte alles für sein Rudel.

Doch als ich ihn überraschen wollte, belauschte ich ihn in seinem Arbeitszimmer.

„Ihre Blutlinie ist gewöhnlich. Sie war nur ein nützliches Werkzeug. Seraphina bringt uns die wahre Macht.“

Meine Welt zerbrach. Am nächsten Morgen stellte er mir Seraphina vor, als wäre ich nur ein unbedeutendes Dienstmädchen. Ich hinterließ ihm einen formellen Brief, um unsere Gefährtenbindung zu lösen, und verließ das Blackwood-Territorium für immer. Aber Zane las meinen Abschied nicht einmal. Er warf ihn achtlos beiseite, bis ein Putzmann ihn im Kamin verbrannte. Während ich in die feindliche Wildnis floh, stieß er vor dem gesamten Rudel öffentlich auf seine neue Zukunft mit Seraphina an und löschte meine Existenz einfach aus.

Das Schlimmste war nicht der Verrat, sondern seine absolute Gleichgültigkeit. Tage später drang er plötzlich über unsere Gedankenverbindung in meinen Kopf ein und befahl mir kalt, ihm Akten zu bringen. Er hatte nicht einmal bemerkt, dass ich weg war. Für ihn war ich nur ein gehorsamer Hund, der in seinem Zimmer schmollte und darauf wartete, wieder an die Leine genommen zu werden.

In diesem Moment blockte ich unsere Verbindung endgültig ab. Ich schloss mich dem verfeindeten Sterling-Rudel an und erkämpfte mir den Rang ihres obersten Militärstrategen. Heute Abend bin ich auf eine Feier in meinem alten Rudel eingeladen. Ich werde dorthin gehen, aber nicht als weinende Ex, sondern um Zanes wichtigstes Territorium an seinen größten Feind zu übergeben.",2,ct-v1-werewolf-luna|werewolf-luna|Luna（狼人女首领）|Luna ;; ct-v1-werewolf-alpha|werewolf-alpha|Alpha（狼人首领）|Alpha
nrv_c9bad565098666339b327119,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""5\""]"",[""string"",""葡语""]]","Tarde Demais, Meu Ex Herdeiro da Máfia","Meu noivo há sete anos, o herdeiro de uma dinastia do crime organizado, alegou ter amnésia três semanas antes do nosso casamento, esquecendo apenas de mim. Então, eu o ouvi rindo em uma videochamada, chamando isso de ""passe livre"" perfeito para dormir com uma influenciadora antes de se amarrar.

Ele exibia seu caso, me abandonou com um braço quebrado após um acidente de carro forjado para salvá-la de um arranhão, e planejou me deixar sem teto. Ele me chamou de sua ""propriedade"", uma boneca com a qual ele podia brincar e colocar de volta na prateleira quando terminasse.

Ele pensou que eu estaria esperando por sua ""recuperação milagrosa"". Em vez disso, eu desapareci, deixando para trás seu anel e um bilhete simples: ""Eu me lembro de tudo. Eu também.""",1,ct-v1-crime|crime|犯罪|crime
nrv_cc2ac31d5ce2966c4cfdaabf,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",Le Regret de l'Alpha : La Louve Blanche qu'il a Rejetée,"Ma sœur, la future Luna adulée de la meute, se mourait d'une insuffisance rénale.

Axel Beaumont, l'Alpha Suprême et l'homme que j'aimais en secret depuis toujours, a utilisé sa Voix d'Alpha pour forcer le stylo dans ma main tremblante.

« Signe ces papiers, Jana », gronda-t-il, ses yeux brillant d'une lueur rouge prédatrice. « Arrête d'être égoïste. Kylia a besoin d'une greffe, et tu es la seule compatible. »

J'ai essayé de le supplier. J'ai essayé de lui dire que je ne survivrais pas à l'opération.

J'ai essayé de lui dire que j'avais déjà secrètement donné un rein à notre père cinq ans plus tôt – un sacrifice dont ma sœur s'était attribué tout le mérite.

Mais Axel m'a jeté une pile de scanners médicaux falsifiés au visage.

« Arrête de mentir pour sauver ta peau », cracha-t-il. « Tu es une Oméga inutile, une sans-loup. C'est ta seule chance de servir à quelque chose pour cette meute. »

Il ne savait pas que Kylia m'empoisonnait à l'aconit depuis dix ans pour réprimer ma Louve Blanche intérieure.

Il ne savait pas que l'anesthésie ne fonctionnerait pas sur mon corps empoisonné.

J'ai senti chaque centimètre du scalpel en argent pur alors qu'ils m'ouvraient pour prélever mon unique rein restant.

Je suis morte sur cette table, en écoutant l'homme que j'aimais me traiter de comédienne.

Mais la mort n'était pas la fin. Mon esprit flottait au-dessus du chaos, observant le visage du chirurgien pâlir d'horreur.

« Elle n'en avait qu'un ! » hurla le médecin, brandissant l'organe noirci. « Alpha, regardez les anciennes cicatrices ! On vient de la tuer ! »

Ce n'est qu'après l'arrêt de mon cœur que les médicaments masquant mon odeur se sont dissipés.

Axel est tombé à genoux dans la pièce inondée de sang, sentant enfin ce parfum de pluie et de pin qu'il avait cherché toute sa vie.

Il a réalisé qu'il venait de massacrer sa véritable partenaire pour sauver une menteuse.

« Jana ? » hurla-t-il, griffant sa poitrine.

Mais j'étais déjà partie.",1,ct-v1-werewolf-luna|werewolf-luna|Luna（狼人女首领）|Luna
nrv_ce86468b49ae3489ada87817,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",御妖：我的寵物全是衝主逆獸,妖魔世界，人類和妖魔共存，靠馴服妖魔對戰，生活，冒險。還有專門培育妖魔訓練師的學校。藏鋒穿越妖魔世界，獲得提示系統。通過提示，得知稀有妖魔在哪，如何捕捉，如何進行隱藏進化。從此，訓練師學院中，多了一個奇蹟傳說。,1,ct-v1-time-travel|time-travel|穿越|穿越
nrv_cef8dbbc83feacaf7bb2de5d,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Craving The Forbidden ,"🔞 Contents are highly explicit.

""Today, I'll teach you, Nick, how to make a woman cum effortlessly."" She tells Nick. 

Turning to Isla, the hot sexologist says, ""Today, your fantasy will become a reality. Ready?""
**
The forbidden fruit, they say, has the sweetest taste, so this collection of hot, steamy ales is here to satisfy your cravings and keep your desires flaring. 

The book contains completely unconventional stories that break inhibitions. Filled with love, passion, and forbidden cravings, the book will leave you wet and needy with each new page you turn to. 
Want a taste of the forbidden fruit? Dive in.",1,ct-v1-fantasy|fantasy|奇幻|fantasy
nrv_cf9364f69d373c7d99a2b905,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Wuthering height,"Wuthering Heights is a classic novel by Alex Emmanuel.
The novel delves into themes of love, revenge, and the destructive power of obsession. Heathcliff is consumed with his love for Catherine, and his revenge against those who stood in the way of their relationship. As the story unfolds, it becomes clear that Heathcliff's desires have driven both himself and those around him to madness and destruction.

The novel also explores the class divide and social norms of the time period, with Heathcliff's lowly origins being one of the key factors in his inability to have a proper relationship with Catherine, who comes from a wealthy and respectable family.

Overall, Wuthering Heights is a haunting and intense novel that explores the darker sides of human nature. Its themes and characters continue to resonate with readers today.",1,ct-v1-revenge|revenge|复仇|revenge
nrv_d31e997dd23a739fc7820ab7,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]","絕色狂妃:王爺,來入贅","
雲輕狂前世為第一殺手,高貴冷豔,嗜血無雙.

重生後她卻成了東霄國雲家第一廢柴,奇醜無比,低賤如蟻.

後母毒辣,嫡姐陰狠,庶妹囂張,就連個丫鬟也能往她頭上踩!

強魂再世,誰還敢說她是天生廢物?

豔傾天下,傭兵在手,焚天大陸最為狂傲尊貴的男人寵她上天,驕傲不羈的東霄太子視她為夢中女神,五大神獸甘願為她倒水捶背.

某妖孽企圖翻身做主人,將她壓在身下殷勤地笑道:「承蒙雲爺收留,小的一定裡裡外外都把雲爺伺候好了......」

雲輕狂冷笑,一掌拍飛之:「妖孽,我一心向往把異界鬧個雞飛狗跳,你能滾一邊別妨礙爺麼?」

且看廢柴如何完美逆襲,醜女如何變身女神,雲爺如何寵冠後宮,手執妖孽,笑傲天下!
",2,ct-v1-crown-prince|crown-prince|太子|太子 ;; ct-v1-rebirth|rebirth|重生|重生
nrv_d49b7f10bc8f52278a183481,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Bound By The Legacy Pact: My Protector,"The crystal chandeliers of the Plaza Hotel screamed money, framing the wedding of Chelsea Grimes and Julian Davidson as the ultimate corporate merger. But as the officiant prepared to unite two of the city's most powerful dynasties, the heavy double doors didn't just open-they exploded inward.

Gideon Combs stood in the wreckage, a man in a frayed trench coat and grime-caked boots, looking like a stain on a pristine canvas. He wasn't there to object; he was there to enforce a ""Legacy Pact,"" coldly informing the bride that her debt to a dead man hadn't been fulfilled and she didn't get to walk away.

In seconds, the ballroom turned into a butchery as Gideon dismantled elite bodyguards with nothing but a broken wine bottle, eventually sending the groom flying into a tower of shattering champagne glass. When the military arrived, the room expected a firing squad, but instead, a four-star General snapped a sharp salute to the ""vagrant,"" calling him a national asset. My family, the Singletons, saw this as a threat rather than a salvation; when I chose to stand by Gideon, my own grandmother stripped me of my keys, my cards, and my inheritance, casting me out into the pouring rain.

I couldn't wrap my head around why the world's most powerful men trembled at the mention of Gideon's mentor, or what secret was etched into the black iron ring on his finger. I had traded my billionaire lifestyle for a man who looked like a drifter but fought like a god, and I had no idea if he was my protector or my ultimate ruin.

As we stood on the sidewalk with nothing but twelve dollars and the clothes on our backs, Gideon's phone buzzed with a half-million-dollar bounty already active on the dark web. He didn't flinch; he just looked at the shadows closing in and whispered.

""Game on.""",1,ct-v1-military|military|军旅|military
nrv_d9aa3f969d5878363ad836ff,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",The Debt of Deception,"My bank account was a graveyard of numbers, each one a testament to my crushing debt.

One hundred and fifty-two thousand, four hundred and eighty-one dollars and sixty-two cents, to be exact.

It all started when Jennifer Chavez, my ex-colleague, whispered about an impending grid collapse.

I believed her. I drained credit cards, took out high-interest loans, and filled my Portland apartment with freeze-dried food and solar generators.

Then Jennifer posted from Bali, ""#blessed.""

The grid never went down. My life, however, did.

Eviction notices piled up, and my phone wouldn't stop buzzing with collection calls.

I hated Jennifer. I hated her effortless success while I stared at a mountain of useless survival gear, suffocating under my own stupidity.

Just when I considered oblivion, my obnoxious upstairs neighbor, Sweet_Caroline, shrieked, ""I make more money in one of these livestreams than you probably make in a month.""

Something snapped.

What if I gave them an apocalypse?",1,ct-v1-apocalypse|apocalypse|末世|apocalypse
nrv_d9bfda749b49212d3185c418,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Montezuma's Daughter,"A series of misadventures lead Englishman Thomas Wingfield to join a Spanish expedition to New Spain. There he witnesses the first meeting between the conquerers and the natives, and the many abuses of the latter at the hands of the former. He marries the daughter of a native king, only to see his native family killed. He wreaks his revenge before returning to England.",1,ct-v1-revenge|revenge|复仇|revenge
nrv_d9f213f0500e1e57fb0898e8,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""5\""]"",[""string"",""葡语""]]",A Maldição do Alfa,"""Você será minha esta noite, e me dará um herdeiro alfa...""

O mundo era cruel para aqueles que não eram abençoados pela deusa da Lua. Elowen era uma bruxa e seu povo era escravo do Rei Alfa no grande império dos lobos. Um dia ela foi escolhida por ele para ser sua escrava pessoal e mãe de seu filho, e assim seu inferno começaria naquele momento. 
Tharion era o Rei Alfa mais cruel de toda história do império dos lobos. Mas uma escrava o levará a loucura e tudo mudará quando a deusa da Lua abençoar o ventre da bruxa, fazendo tudo o que o rei acreditava mudar radicalmente.
Será possível um Rei Alfa cruel começar a amar? Uma bruxa poderia se tornar uma Luna? O filho gerado dessa união seria um bruxo ou um lobisomem? 

Livro 2: A Escolhida do Alfa

Livro 3: Apaixonada pelos gêmeos

Livro 4: De ômega a Alfa
",1,ct-v1-werewolf-luna|werewolf-luna|Luna（狼人女首领）|Luna
nrv_dcf7667a94c80b5d763bb826,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",掌上歡：戰王盛寵小醫妃,"她本是神醫世家傳人，卻意外穿成了爹不疼娘早逝的相府嫡長女。
穿越當日，便被誣陷成謀害侯府夫人的真兇。她力挽狂瀾，扭轉乾坤，自證清白。
她以為困境結束，卻不知她將面對的，是無盡深淵。
堂堂相府嫡女，過得四面楚歌，人人都能踩她一腳。
父親不管她的死活，繼母妹妹們以折磨她為樂，渣男未婚夫一心想踩著她往上爬，就連一母同胞的親弟弟，也是個吃裡扒外的東西！
於是她開始鬥渣男，虐繼母，收拾弟弟妹妹。
她在虐渣路上過得風生水起，卻不知何時招惹上戰王殿下。她幹壞事，他放風，她要殺人，他挖坑。
她終於忍不住了，“戰王殿下，我要想滅了這不公的人世，你也要幫嗎？”
他一臉無懼，“只要你在我身邊，縱然天下，我也能給你。”",2,ct-v1-legitimate-daughter|legitimate-daughter|嫡女|嫡女 ;; ct-v1-time-travel|time-travel|穿越|穿越
nrv_dd8e7869a64f6c743d1212bd,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Ms. CEO vs. Mr. CEO,"Alexandra Yang was simple but a terrible woman. Timothy Huang was also a terrible man. They fated to meet but will Timothy fall for her when he knew that Alexandra Yang was a more terrible than him?  She is a leader of underground organization, a lawyer and a CEO too? ",1,ct-v1-lawyer|lawyer|律师|lawyer
nrv_de6b8ed10d44798a323a5d36,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",Mantan Jadi Bos,"Karena tidak mau menjadi istri keempat dari direktur tempatnya bekerja, Alula harus menerima bahwa dirinya dipecat dari perusahaan itu. Parahnya lagi, dia dipecat tanpa mendapatkan pesangon. 

Alula sangat kesal karena dipecat dengan cara tidak terhormat. Padahal Alula harus bekerja untuk membantu perekonomian keluarganya setelah ayahnya meninggal.  Meski ibunya membuka warung kecil di kampung, ia tetap merasa bertanggung jawab untuk membantu perekonomian keluarga, apalagi saudara kembarnya masih duduk di bangku SMA.

Atas rekomendasi teman Alula, ia pun kembali mendapatkan pekerjaan. Sayangnya, CEO/bos di tempat Alula bekerja adalah mantan pacar Alula.  Dulu Alula memutuskan hubungan mereka tanpa alasan yang jelas.

  Menjadi CEO/bos dari  Alula tentu saja merupakan kesempatan emas bagi mantan pacar Alula untuk membalas dendam atas lukanya.

Alula yang awalnya sudah melupakan sang mantan, lambat laun mulai merasakan kembali benih-benih cinta yang dulu pernah ada, meskipun sang mantan sering membuatnya kesal, dan sakit hati. 

  Akankah Alula siap menerima balas dendam dari mantannya?",1,ct-v1-wealthy-ceo|wealthy-ceo|豪门总裁|CEO
nrv_dfceb7cbd9b02aa8740ccf1f,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",好運六零,"劉伊伊，代號椿鬼，原本是世界末日颶風基地得基地長，因爲喪屍王喪命，重生到類似地球平行空間的Z國，她不僅繼承了自己原來的異能，而且還多了一股莫名的神祕力量，由此開啓了在六七十年代撿撿撿，買買買，吃吃吃的蘇爽生活，本文是超級爽文，女豬腳有超級金手指。
  本以爲是一個種田流，沒想到竟然遇到了各種妖魔鬼怪，看來這個看似和平的世界也存在危險，她覺得有必要好好看看這個世界。",1,ct-v1-rebirth|rebirth|重生|重生
nrv_e079309d15a7a2bfddc69ca0,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",婉後傳,"元鼎元年，蕭家庶房長女蕭婉奉旨入宮.
三年之後，蕭家正房嫡女入宮，一族無二妃，她蕭婉是就此認命還是搏上一搏？
拼了性命生下的孩子，卻成為後宮的棋子，她蕭婉是選擇反抗還是順從？
原以為可以信賴的親信，轉眼間卻成了宮妃，而她卻是被栽贓陷害打入冷宮，她是選擇在冷宮孤老，還是放棄一切，重新踏上這條不歸路？
當她終於站在這後宮的至高位上，卻覺得內心淒涼，親情，愛情，友情，她最後到底還擁有什麼？
後宮四十載，什麼是世家女的悲哀，什麼又是她蕭婉的悲哀？",1,ct-v1-legitimate-daughter|legitimate-daughter|嫡女|嫡女
nrv_e0ec23c5200600298f466f63,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",都市异能高手,"《都市异能高手1》之异形魔兽战场.上
全系列讲述：7个普通都市男女，以平凡之躯，对抗生活中各种光怪陆离的奇幻事件。
秘书溶化，助理爆炸，以命换命，友情燃烧，爱情激荡，透明人来袭，机器公敌，尖端科技，东方赶鬼，西方驱魔，妖怪潜行……难道凡人只有死？
看异能高手翻云覆雨，对抗外星怪物入侵，拯救人类于末世之中！",3,ct-v1-apocalypse|apocalypse|末世|末世 ;; ct-v1-fantasy|fantasy|奇幻|奇幻 ;; ct-v1-secretary|secretary|秘书|秘书
nrv_e15b80f983b5702e3514059e,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]","Vœux brisés, l'implacable vengeance du sang","Pendant sept ans, j'ai investi la fortune de ma famille dans l'entreprise de mon mari, Chris, le Groupe Moreau. Puis, sa maîtresse, le Dr Camille Luna, a délibérément saboté l'opération de routine de mon père, le laissant branché à des machines qui le maintenaient artificiellement en vie.

Ils m'ont enfermée dans la chambre d'hôpital, une cage dorée, pendant que Chris ignorait mes appels frénétiques. Camille est apparue, un sourire cruel aux lèvres, me révélant une vérité terrifiante : chaque crise de ma vie – la mort de ma mère, un accident de voiture presque mortel, et même la fausse couche de ce que je croyais être notre bébé – tout avait été orchestré par eux.

« Il était avec moi à chaque fois », a-t-elle ricané. « Tu n'étais qu'un obstacle. »

Ils ont assassiné mon père en débranchant son assistance respiratoire sous mes yeux, tout ça parce que j'ai refusé de signer une décharge innocentant Camille de son crime. Chris m'a ensuite fait interner, m'a fait prélever mon sang pour leurs futurs projets de GPA, et a fait annuler notre mariage pour l'épouser.

Il pensait m'avoir effacée, m'avoir brisée complètement.

Mais il avait oublié le contrat de mariage sur lequel mon père avait insisté. Un contrat qui me laissait 25 % du Groupe Moreau. Maintenant, armée de ce dernier cadeau de mon père, je ne pleurerai pas. Je me vengerai.",2,ct-v1-crime|crime|犯罪|crime ;; ct-v1-werewolf-luna|werewolf-luna|Luna（狼人女首领）|Luna
nrv_e338dcf6e4fd28f65cac8ba7,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""5\""]"",[""string"",""葡语""]]",O Segredo da Nova Babá do CEO,"Ela invadiu a cobertura dele para roubar uma fortuna, mas acabou roubando o coração da sua filha. Jinx é uma ladra de elite acostumada a não deixar rastros. Aeron Vale é um bilionário frio que não confia em ninguém. Quando o assalto perfeito dá errado, Jinx é confundida com a nova babá e, para não ser presa, aceita o papel. Agora, sob o disfarce da desajeitada Sarah, ela tem acesso livre à mansão e ao cofre. O plano é simples: encontrar o chip, roubá-lo e sumir. Mas há dois problemas: a pequena Luna, que só fala com ela, e a atração avassaladora que Aeron sente por sua nova funcionária mentirosa. Jinx está brincando com fogo. O que acontecerá quando o homem que ela deve destruir se tornar o único que ela quer proteger?",1,ct-v1-werewolf-luna|werewolf-luna|Luna（狼人女首领）|Luna
nrv_e47f944eb5e420aae6960463,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",SUAMI JANTANKU,"Hanya untuk pembaca dewasa dengan rating usia 21+

Kakak beradik Brian Teja Kusuma dan Thalita Teja Kusuma tak pernah menyangka bahwa mereka akan terjebak dalam pernikahan kilat dengan orang yang baru mereka kenal dalam hitungan hari.

Sebuah prasyarat untuk memenangkan tender mega proyek pembangunan resort di pulau dewata membuat Brian harus mencari istri kontrak, sedangkan adiknya tanpa diduga harus berurusan dengan rival bisnisnya karena one-night-stand saat ia mabuk di nightclub.

Dua gadis yang masih belia harus menjalani kehidupan pernikahan instan bersama dua suami ganteng nan perkasa yang usianya jauh di atas mereka. Adakah cinta hadir setelah pernikahan di atas kertas itu? Ataukah mereka harus mengakhiri hubungan suami istri tersebut usai mega proyek kedua pria itu selesai?

Temukan jawabannya hanya di novel karya terbaru Agneslovely2014, Suami Jantanku. Selamat membaca!",1,ct-v1-one-night-stand|one-night-stand|一夜情|one-night-stand
nrv_e545109fdd74586e714124a2,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""22\""]"",[""string"",""土耳其语""]]","Onun Panzehiri, Kadının Izdırabı","Beş yıl boyunca Aras Karahan'ın kirli küçük sırrıydım. Bir teknoloji imparatorluğunun CEO'su olarak o bir kraldı, ama nadir bir nörotoksin onu bir mahkûma çevirmişti. Benim eşsiz biyokimyam onun tek panzehiriydi ve onu hayatta tutmak için saatlerce süren yakın temas gerekiyordu.

Beni, onu zehirleyen kişinin ben olduğuna ikna etmişti; onu iğrenç bir bağımlılığa hapsetmiş takıntılı bir sapık.

Bu gece, her zaman arzuladığımı söylediği ""ilgiyi"" bana verdi; en özel anlarımızın videosunu özel bir müzayedeye canlı yayınladı.

Teklifler yükselirken, beni yeni nişanlısı Lara ile tanıştırdı. Gerçek kurtarıcısının o olduğunu duyurdu. Ailesi, benim kanımdan elde edilen kalıcı bir tedavi geliştirmişti. Bu geceden sonra nihayet benden kurtulacaktı.

Her şeyi yanlış anlamıştı. Ben panzehirle doğmamıştım. Ben, çocukluğumdan beri sevdiğim adamı kurtarmak için gizli bir laboratuvarda bir yıl boyunca kendi genetik kodumu değiştiren, kendimi yaşayan bir tedaviye dönüştüren bir biyokimyagerdim.

Beni o odada, canlı yayın devam ederken bıraktı, kahkahası koridorda yankılanıyordu. Ona duyduğum aşk küle döndü.

Dışarı çıktım, bir ankesörlü telefon buldum ve gerçeği bilen tek kişiyi aradım.

""Öldüğümü sanmalarını sağlamana yardım etmeni istiyorum.""",1,ct-v1-wealthy-ceo|wealthy-ceo|豪门总裁|CEO
nrv_e845e2f5372c5714c534affb,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",奉旨二嫁:嫡女醫妃,"一朝穿越,醫毒雙絕的頂級僱傭兵竟成廢柴癡女醜八怪.
兩番設計,她被狼心狗肺的未婚夫夥同惡女踹進深淵.
被逼至集癱瘓,中毒,內傷,腦疾於一身的墨蒼雲的洞房,邪王冷笑,「想怎麼死?」
她手捏喜帕銀針,緩緩而笑,「王爺想怎麼活?」
*
「不好了!王妃要拆皇家寺院了!」
「累到王妃怎麼辦?去,幫她拆!」
「主子!不好了!王妃要闖宮中禁地!」
「去,把禁地開啟,讓王妃隨意參觀!」
「主子!不好了!王妃要揍皇上!」
「去,攔著大內密探,讓王妃揍得開心點!」
眾人憂心忡忡:「主子,這樣真的好嗎?」
",1,ct-v1-time-travel|time-travel|穿越|穿越
